Event Index,Tower,Phi,Eta,Energy,Size
0,0,3.0630528372500483,-1.4922565104551517,0.10135012553919368,0.0
0,1,3.220132469929538,-1.4922565104551517,0.11892818188659382,0.0
0,2,3.3772121026090276,-1.4922565104551517,0.12525346022747344,0.0
0,3,3.5342917352885173,-1.4922565104551517,0.11638907035233145,0.0
0,4,2.9059732045705586,-1.335176877775662,0.11337947948737227,0.0
0,5,3.0630528372500483,-1.335176877775662,0.15806477937511512,0.0
0,6,3.220132469929538,-1.335176877775662,0.20534618113428477,0.0
0,7,3.3772121026090276,-1.335176877775662,0.22488796367268846,0.0
0,8,3.5342917352885173,-1.335176877775662,0.19790844577614217,0.0
0,9,3.691371367968007,-1.335176877775662,0.14939580256448504,0.0
0,10,3.8484510006474966,-1.335176877775662,0.10671176995681483,0.0
0,11,2.748893571891069,-1.1780972450961724,0.10158605150534943,0.0
0,12,2.9059732045705586,-1.1780972450961724,0.15835192928567293,0.0
0,13,3.0630528372500483,-1.1780972450961724,0.26170582397895376,0.0
0,14,3.220132469929538,-1.1780972450961724,0.4224692388241051,0.0
0,15,3.3772121026090276,-1.1780972450961724,0.5127773642031184,0.0
0,16,3.5342917352885173,-1.1780972450961724,0.3923290047748619,0.0
0,17,3.691371367968007,-1.1780972450961724,0.2387605977524315,0.0
0,18,3.8484510006474966,-1.1780972450961724,0.14564148415244407,0.0
0,19,2.748893571891069,-1.0210176124166828,0.11941609204058797,0.0
0,20,2.9059732045705586,-1.0210176124166828,0.20631720692659214,0.0
0,21,3.0630528372500483,-1.0210176124166828,0.42453825010840435,0.0
0,22,3.220132469929538,-1.0210176124166828,1.1051335313628083,0.0
0,23,3.3772121026090276,-1.0210176124166828,1.9097789966739478,0.0
0,24,3.5342917352885173,-1.0210176124166828,0.9217684453735804,0.0
0,25,3.691371367968007,-1.0210176124166828,0.3673389596033279,0.0
0,26,3.8484510006474966,-1.0210176124166828,0.18526567797002147,0.0
0,27,4.005530633326986,-1.0210176124166828,0.10978493967763416,0.0
0,28,2.748893571891069,-0.8639379797371931,0.11469556925680938,0.0
0,29,2.9059732045705586,-0.8639379797371931,0.20659402619338302,0.0
0,30,3.0630528372500483,-0.8639379797371931,0.47463343729311175,0.0
0,31,3.220132469929538,-0.8639379797371931,1.8099537271601709,0.0
0,32,3.3772121026090276,-0.8639379797371931,4.511007697882493,0.0
0,33,3.5342917352885173,-0.8639379797371931,1.357045416470057,0.0
0,34,3.691371367968007,-0.8639379797371931,0.3987030249162046,0.0
0,35,3.8484510006474966,-0.8639379797371931,0.18362837415290445,0.0
0,36,4.005530633326986,-0.8639379797371931,0.1049680413997299,0.0
0,37,2.748893571891069,-0.7068583470577035,0.10728615268237857,0.0
0,38,2.9059732045705586,-0.7068583470577035,0.18373614995498042,0.0
0,39,3.0630528372500483,-0.7068583470577035,0.3695547554561577,0.0
0,40,3.220132469929538,-0.7068583470577035,0.8919555362811947,0.0
0,41,3.3772121026090276,-0.7068583470577035,1.428497177521072,0.0
0,42,3.5342917352885173,-0.7068583470577035,0.7594906120494833,0.0
0,43,3.691371367968007,-0.7068583470577035,0.3217088865878712,0.0
0,44,3.8484510006474966,-0.7068583470577035,0.16534325315508763,0.0
0,45,2.9059732045705586,-0.5497787143782138,0.1391485114009917,0.0
0,46,3.0630528372500483,-0.5497787143782138,0.2246530866252869,0.0
0,47,3.220132469929538,-0.5497787143782138,0.3493851622614104,0.0
0,48,3.3772121026090276,-0.5497787143782138,0.41547572907168856,0.0
0,49,3.5342917352885173,-0.5497787143782138,0.32673128032777304,0.0
0,50,3.691371367968007,-0.5497787143782138,0.20603707092937207,0.0
0,51,3.8484510006474966,-0.5497787143782138,0.12834037412739044,0.0
0,52,3.0630528372500483,-0.39269908169872414,0.13634208789286692,0.0
0,53,3.220132469929538,-0.39269908169872414,0.17424228721354884,0.0
0,54,3.3772121026090276,-0.39269908169872414,0.18953300256500702,0.0
0,55,3.5342917352885173,-0.39269908169872414,0.16836608520374916,0.0
0,56,3.691371367968007,-0.39269908169872414,0.1292506524735525,0.0
0,57,3.220132469929538,-0.23561944901923448,0.10252839020219226,0.0
0,58,3.3772121026090276,-0.23561944901923448,0.10766617371149753,0.0
0,59,3.5342917352885173,-0.23561944901923448,0.10045713635451312,0.0
1,0,4.476769531365456,-1.9634954084936207,0.10075350515733078,0.0
1,1,4.633849164044944,-1.9634954084936207,0.10787972388891767,0.0
